,Title,Location,Company,Salary,Synopsis,Query,Metro
727,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            *About Engility**: *Engility delivers innovative solutions to critical challenges facing the nation and the world. * Security Clearance or Eligible (Preferred),data+engineer,washington+dc
728,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,"                            The individual will be working on large-scale Data Warehouse, Search Engine applications and multiple ETL processes.",data+engineer,washington+dc
729,"Data Engineer (Python, Machine Learning)",None,        Capital One,None,"                            You will work alongside highly technical peers, with deep domain expertise (from cyber threat prevention to sophisticated NLP), and partner with product and...",data+engineer,washington+dc
730,Data Engineer – Entry Level,None,        Gallup,None,"                            You’ll also partner with client teams to develop data pipelines that support a range of enterprise and government projects, including supervised and...",data+engineer,washington+dc
731,Voice/Data Engineer VOIP,"Washington, DC",        Criterion Systems,None,"            Develops, operates, and maintains voice, wireless, video, and data communications systems. Criterion Systems, Inc., is seeking a Voice/Data Communications...",data+engineer,washington+dc
732,Project Engineer Internships - Summer 2019,"Washington, DC",        Balfour Beatty,None,            Learn how to review and process submittal data and shop drawings. May go with Project Engineer to meetings with architect and owner representatives to...,data+engineer,washington+dc
733,Data Engineer,"Washington, DC",        Ignyte Group,None,"            At Ignyte, our Data Engineers are passionate about creating innovative data-driven solutions across various industries that address critical business problems....",data+engineer,washington+dc
734,Data Analyst,"Rockville, MD 20850",        ZeniMax Media,None,"            Directly work with the ETL Engineers, Data Engineers, and Modelers to communicate and define necessary extracts and calculations....",data+engineer,washington+dc
735,Opportunities with National Cancer Institute-NCI Job,"Rockville, MD",        SAIC,None,            Senior Storage and Data Protection Engineer; Senior Network Engineer; Senior Software Systems Engineer; Opportunities with National Cancer Institute-NCI (Job...,data+engineer,washington+dc
736,Voice/Data Communications Engineer,"Washington, DC 20374 (Anacostia area)",        Ironclad Technology Services LLC,None,"            Voice/Data Communications Engineer. The Voice/Data Communications Engineer will be responsible for the analysis, administration and support of data and voice...",data+engineer,washington+dc
737,"Data Engineer - Abu Dhabi, UAE","Arlington, VA 22209 (Radnor-Ft Myer Heights area)",        Circinus LLC,None,"            The Data Engineer will work with a team of talented IT professionals, data scientist and data analysts to ensure the security and integrity of data and...",data+engineer,washington+dc
738,Data Engineer,"Bethesda, MD",        Jobspring Partners,"
                $85,000 - $125,000 a year",            Metro areas fastest growing data analytics start-ups is looking for a full-time Data Engineers and is willing to offer very competitive pay and benefits....,data+engineer,washington+dc
739,SAS Data Engineer,"Fairfax, VA",        Spin Systems,None,            Verify SAS programs creating and managing data to ensure data integrity. Understand and support database environments and data warehousing techniques to support...,data+engineer,washington+dc
740,Data Engineer,"Herndon, VA","        BasisPath, Inc.",None,"            The Data Engineer will work closely with Data Scientists to build and model analytics derived from structured, semi-structured, and unstructured data sets....",data+engineer,washington+dc
741,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
742,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
